SNP	Chromosome	GeneticDistance	Position	Phenotype	Pvalue	Qvalue	N	NumSNPsExcluded	IndexExclusionStart	DOF	NullLogLike	AltLogLike	SNPWeight	SNPWeightSE	OddsRatio	WaldStat	NullLogDelta	NullGeneticVar	NullResidualVar	NullBias	NullCov01Weight	NullCov02Weight	NullCov03Weight	NullCov04Weight	NullCov05Weight	NullCov06Weight	LogDelta	GeneticVar	ResidualVar	Bias	Cov01Weight	Cov02Weight	Cov03Weight	Cov04Weight	Cov05Weight	Cov06Weight	SNPIndex	SNPCount
cg25573386	12	18890579.000000	18890579	Phenotype_001	7.381E-001	9.672E-001	204	0	61	1	1.777E+002	1.738E+002	2.608E-003	7.789E-003	1.006E+000	1.121E-001	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.011E+000	1.455E-002	5.294E-003	8.186E-001	-1.007E-003	6.078E-003	1.286E-001	1.107E-001	5.225E-002	-2.044E-002	4407	7848
cg17983307	1	201181402.000000	201181402	Phenotype_001	7.382E-001	9.672E-001	204	0	2	1	1.777E+002	1.739E+002	-3.012E-003	8.998E-003	1.006E+000	1.120E-001	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.019E+000	1.464E-002	5.284E-003	8.186E-001	-1.003E-003	5.954E-003	1.272E-001	1.096E-001	5.182E-002	-1.721E-002	613	7848
cg21972382	2	29339076.000000	29339076	Phenotype_001	7.387E-001	9.672E-001	204	0	5	1	1.777E+002	1.743E+002	-4.314E-003	1.292E-002	1.009E+000	1.116E-001	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.028E+000	1.473E-002	5.273E-003	8.186E-001	-1.012E-003	6.004E-003	1.297E-001	1.109E-001	5.179E-002	-2.031E-002	825	7848
cg26561773	23	65259390.000000	65259390	Phenotype_001	7.388E-001	9.672E-001	204	0	99	1	1.777E+002	1.737E+002	-2.444E-003	7.319E-003	1.006E+000	1.115E-001	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.008E+000	1.452E-002	5.298E-003	8.186E-001	-1.002E-003	7.403E-003	1.287E-001	1.105E-001	5.106E-002	-1.962E-002	7424	7848
cg12478185	17	10602001.000000	10602001	Phenotype_001	7.388E-001	9.672E-001	204	0	76	1	1.777E+002	1.737E+002	2.320E-003	6.948E-003	1.006E+000	1.115E-001	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.015E+000	1.460E-002	5.289E-003	8.186E-001	-9.828E-004	6.914E-003	1.290E-001	1.108E-001	5.138E-002	-1.927E-002	5643	7848
cg10635061	2	106055006.000000	106055006	Phenotype_001	7.388E-001	9.672E-001	204	0	8	1	1.777E+002	1.741E+002	-3.526E-003	1.056E-002	1.012E+000	1.115E-001	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.038E+000	1.485E-002	5.261E-003	8.186E-001	-9.816E-004	6.169E-003	1.286E-001	1.115E-001	5.166E-002	-1.962E-002	950	7848
cg20537992	11	64852354.000000	64852354	Phenotype_001	7.390E-001	9.672E-001	204	0	59	1	1.777E+002	1.736E+002	2.074E-003	6.215E-003	1.005E+000	1.113E-001	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.013E+000	1.457E-002	5.292E-003	8.186E-001	-9.922E-004	5.907E-003	1.292E-001	1.113E-001	5.240E-002	-2.043E-002	4077	7848
cg15101633	14	101293726.000000	101293726	Phenotype_001	7.390E-001	9.672E-001	204	0	70	1	1.777E+002	1.737E+002	-2.358E-003	7.067E-003	1.005E+000	1.113E-001	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.012E+000	1.456E-002	5.293E-003	8.186E-001	-9.816E-004	5.834E-003	1.292E-001	1.111E-001	5.152E-002	-2.033E-002	5039	7848
cg18416881	7	134143823.000000	134143823	Phenotype_001	7.392E-001	9.672E-001	204	0	44	1	1.777E+002	1.740E+002	3.181E-003	9.541E-003	1.005E+000	1.112E-001	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.021E+000	1.466E-002	5.281E-003	8.186E-001	-9.796E-004	5.814E-003	1.283E-001	1.098E-001	5.231E-002	-1.636E-002	2892	7848
cg19974223	12	52281676.000000	52281676	Phenotype_001	7.392E-001	9.672E-001	204	0	61	1	1.777E+002	1.737E+002	-2.443E-003	7.327E-003	1.005E+000	1.112E-001	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.021E+000	1.466E-002	5.281E-003	8.186E-001	-1.035E-003	6.008E-003	1.282E-001	1.105E-001	5.146E-002	-2.117E-002	4461	7848
cg02860342	15	73661484.000000	73661484	Phenotype_001	7.393E-001	9.672E-001	204	0	70	1	1.777E+002	1.741E+002	-3.513E-003	1.054E-002	1.007E+000	1.110E-001	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.032E+000	1.478E-002	5.268E-003	8.186E-001	-1.026E-003	5.688E-003	1.294E-001	1.103E-001	5.146E-002	-2.201E-002	5189	7848
cg01293143	20	62688326.000000	62688326	Phenotype_001	7.394E-001	9.672E-001	204	0	95	1	1.777E+002	1.737E+002	2.429E-003	7.291E-003	1.007E+000	1.110E-001	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.020E+000	1.465E-002	5.282E-003	8.186E-001	-9.873E-004	6.212E-003	1.284E-001	1.100E-001	5.140E-002	-1.948E-002	6930	7848
cg02968557	17	40275126.000000	40275126	Phenotype_001	7.396E-001	9.672E-001	204	0	79	1	1.777E+002	1.739E+002	2.770E-003	8.321E-003	1.008E+000	1.108E-001	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.032E+000	1.478E-002	5.268E-003	8.186E-001	-1.013E-003	6.686E-003	1.282E-001	1.098E-001	5.295E-002	-1.850E-002	5759	7848
cg26050734	1	151689032.000000	151689032	Phenotype_001	7.396E-001	9.672E-001	204	0	2	1	1.777E+002	1.737E+002	-2.427E-003	7.292E-003	1.007E+000	1.108E-001	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.019E+000	1.464E-002	5.284E-003	8.186E-001	-1.023E-003	6.195E-003	1.278E-001	1.101E-001	5.195E-002	-1.933E-002	396	7848
cg06695761	7	94286526.000000	94286526	Phenotype_001	7.398E-001	9.672E-001	204	0	42	1	1.777E+002	1.737E+002	-2.278E-003	6.849E-003	1.008E+000	1.106E-001	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.019E+000	1.464E-002	5.284E-003	8.186E-001	-1.001E-003	6.016E-003	1.280E-001	1.099E-001	5.184E-002	-2.031E-002	2770	7848
cg17003970	12	133435861.000000	133435861	Phenotype_001	7.398E-001	9.672E-001	204	0	63	1	1.777E+002	1.737E+002	2.403E-003	7.227E-003	1.005E+000	1.106E-001	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.009E+000	1.453E-002	5.296E-003	8.186E-001	-1.040E-003	6.324E-003	1.283E-001	1.098E-001	5.170E-002	-2.155E-002	4692	7848
cg19027571	12	133463885.000000	133463885	Phenotype_001	7.399E-001	9.672E-001	204	0	63	1	1.777E+002	1.739E+002	-2.760E-003	8.301E-003	1.004E+000	1.105E-001	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.014E+000	1.458E-002	5.291E-003	8.186E-001	-1.016E-003	5.752E-003	1.284E-001	1.093E-001	5.219E-002	-2.258E-002	4695	7848
cg14642832	23	135963137.000000	135963137	Phenotype_001	7.399E-001	9.672E-001	204	0	100	1	1.777E+002	1.745E+002	5.037E-003	1.515E-002	1.008E+000	1.105E-001	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.023E+000	1.468E-002	5.279E-003	8.186E-001	-9.937E-004	1.301E-002	1.288E-001	1.110E-001	5.176E-002	-1.959E-002	7732	7848
cg14580737	19	19301780.000000	19301780	Phenotype_001	7.399E-001	9.672E-001	204	0	85	1	1.777E+002	1.736E+002	-2.180E-003	6.558E-003	1.007E+000	1.105E-001	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.013E+000	1.457E-002	5.292E-003	8.186E-001	-1.008E-003	6.180E-003	1.274E-001	1.088E-001	5.148E-002	-2.015E-002	6292	7848
cg24621042	14	94857275.000000	94857275	Phenotype_001	7.400E-001	9.672E-001	204	0	70	1	1.777E+002	1.740E+002	-3.330E-003	1.002E-002	1.012E+000	1.104E-001	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.042E+000	1.490E-002	5.255E-003	8.186E-001	-1.019E-003	5.464E-003	1.278E-001	1.098E-001	5.157E-002	-1.888E-002	5007	7848
cg22527345	3	49203910.000000	49203910	Phenotype_001	7.400E-001	9.672E-001	204	0	12	1	1.777E+002	1.737E+002	2.384E-003	7.174E-003	1.007E+000	1.104E-001	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.002E+000	1.445E-002	5.305E-003	8.186E-001	-1.005E-003	5.593E-003	1.286E-001	1.111E-001	5.165E-002	-1.932E-002	1318	7848
cg03455458	1	213124545.000000	213124545	Phenotype_001	7.402E-001	9.672E-001	204	0	2	1	1.777E+002	1.738E+002	2.724E-003	8.201E-003	1.004E+000	1.103E-001	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.016E+000	1.460E-002	5.288E-003	8.186E-001	-9.878E-004	7.287E-003	1.282E-001	1.099E-001	5.195E-002	-1.692E-002	686	7848
cg20119871	15	25972400.000000	25972400	Phenotype_001	7.404E-001	9.672E-001	204	0	70	1	1.777E+002	1.737E+002	-2.395E-003	7.217E-003	1.005E+000	1.101E-001	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.013E+000	1.457E-002	5.292E-003	8.186E-001	-1.006E-003	6.204E-003	1.287E-001	1.101E-001	5.182E-002	-1.998E-002	5083	7848
cg27416067	1	67773128.000000	67773128	Phenotype_001	7.405E-001	9.672E-001	204	0	2	1	1.777E+002	1.741E+002	-3.399E-003	1.025E-002	1.006E+000	1.100E-001	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.019E+000	1.463E-002	5.285E-003	8.186E-001	-1.020E-003	5.809E-003	1.280E-001	1.104E-001	5.218E-002	-2.406E-002	249	7848
cg18692273	1	201347483.000000	201347483	Phenotype_001	7.405E-001	9.672E-001	204	0	2	1	1.777E+002	1.741E+002	3.480E-003	1.049E-002	1.009E+000	1.100E-001	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.018E+000	1.463E-002	5.285E-003	8.186E-001	-1.029E-003	6.236E-003	1.287E-001	1.112E-001	5.169E-002	-1.864E-002	617	7848
cg00756887	1	161059654.000000	161059654	Phenotype_001	7.406E-001	9.672E-001	204	0	2	1	1.777E+002	1.739E+002	-2.967E-003	8.948E-003	1.009E+000	1.099E-001	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.024E+000	1.469E-002	5.278E-003	8.186E-001	-1.006E-003	5.914E-003	1.284E-001	1.105E-001	5.187E-002	-2.053E-002	512	7848
cg01664666	1	242687465.000000	242687465	Phenotype_001	7.406E-001	9.672E-001	204	0	3	1	1.777E+002	1.743E+002	-4.149E-003	1.251E-002	1.007E+000	1.099E-001	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.021E+000	1.466E-002	5.282E-003	8.186E-001	-9.893E-004	6.215E-003	1.288E-001	1.107E-001	5.172E-002	-2.189E-002	753	7848
cg14642338	11	35547903.000000	35547903	Phenotype_001	7.409E-001	9.675E-001	204	0	57	1	1.777E+002	1.738E+002	-2.689E-003	8.120E-003	1.007E+000	1.097E-001	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.007E+000	1.450E-002	5.299E-003	8.186E-001	-9.884E-004	6.250E-003	1.271E-001	1.095E-001	5.158E-002	-2.075E-002	3961	7848
cg24779040	23	53111607.000000	53111607	Phenotype_001	7.415E-001	9.675E-001	204	0	99	1	1.777E+002	1.751E+002	-9.035E-003	2.735E-002	1.011E+000	1.092E-001	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.019E+000	1.464E-002	5.284E-003	8.186E-001	-1.020E-003	-9.393E-003	1.279E-001	1.097E-001	5.189E-002	-1.923E-002	7389	7848
cg07908874	10	135123006.000000	135123006	Phenotype_001	7.416E-001	9.675E-001	204	0	55	1	1.777E+002	1.742E+002	3.710E-003	1.124E-002	1.011E+000	1.090E-001	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.010E+000	1.454E-002	5.295E-003	8.186E-001	-1.014E-003	6.455E-003	1.283E-001	1.103E-001	5.207E-002	-2.003E-002	3755	7848
cg16232126	2	108603005.000000	108603005	Phenotype_001	7.417E-001	9.675E-001	204	0	8	1	1.777E+002	1.745E+002	-5.175E-003	1.568E-002	1.012E+000	1.090E-001	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.015E+000	1.459E-002	5.289E-003	8.186E-001	-9.814E-004	5.714E-003	1.287E-001	1.100E-001	5.167E-002	-2.073E-002	955	7848
cg10766289	12	53073506.000000	53073506	Phenotype_001	7.419E-001	9.675E-001	204	0	61	1	1.777E+002	1.738E+002	2.502E-003	7.586E-003	1.005E+000	1.087E-001	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.014E+000	1.458E-002	5.291E-003	8.186E-001	-1.018E-003	6.013E-003	1.282E-001	1.098E-001	5.190E-002	-2.083E-002	4492	7848
cg19923810	1	894954.000000	894954	Phenotype_001	7.420E-001	9.675E-001	204	0	0	1	1.777E+002	1.738E+002	2.490E-003	7.552E-003	1.005E+000	1.087E-001	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.024E+000	1.469E-002	5.278E-003	8.186E-001	-1.020E-003	5.583E-003	1.288E-001	1.100E-001	5.243E-002	-1.883E-002	1	7848
cg20017995	9	136216076.000000	136216076	Phenotype_001	7.421E-001	9.675E-001	204	0	52	1	1.777E+002	1.737E+002	-2.302E-003	6.986E-003	1.005E+000	1.086E-001	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.020E+000	1.465E-002	5.283E-003	8.186E-001	-1.018E-003	5.818E-003	1.296E-001	1.104E-001	5.164E-002	-1.946E-002	3429	7848
cg13286902	23	100306780.000000	100306780	Phenotype_001	7.422E-001	9.675E-001	204	0	100	1	1.777E+002	1.747E+002	-6.062E-003	1.840E-002	1.009E+000	1.085E-001	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.010E+000	1.454E-002	5.295E-003	8.186E-001	-9.862E-004	-2.603E-003	1.282E-001	1.100E-001	5.211E-002	-1.962E-002	7539	7848
cg20858526	1	15765065.000000	15765065	Phenotype_001	7.424E-001	9.675E-001	204	0	1	1	1.777E+002	1.739E+002	2.889E-003	8.779E-003	1.009E+000	1.083E-001	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.008E+000	1.452E-002	5.298E-003	8.186E-001	-1.002E-003	5.853E-003	1.289E-001	1.098E-001	5.168E-002	-2.190E-002	50	7848
cg16022279	23	152086723.000000	152086723	Phenotype_001	7.424E-001	9.675E-001	204	0	100	1	1.777E+002	1.737E+002	-2.316E-003	7.036E-003	1.005E+000	1.083E-001	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.023E+000	1.468E-002	5.280E-003	8.186E-001	-9.937E-004	5.670E-003	1.278E-001	1.099E-001	5.218E-002	-1.876E-002	7781	7848
cg24849648	7	120964019.000000	120964019	Phenotype_001	7.425E-001	9.675E-001	204	0	43	1	1.777E+002	1.739E+002	-2.800E-003	8.512E-003	1.006E+000	1.082E-001	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.035E+000	1.482E-002	5.263E-003	8.186E-001	-9.789E-004	6.470E-003	1.270E-001	1.098E-001	5.179E-002	-1.790E-002	2850	7848
cg24475171	9	132598886.000000	132598886	Phenotype_001	7.426E-001	9.675E-001	204	0	52	1	1.777E+002	1.738E+002	-2.704E-003	8.219E-003	1.007E+000	1.082E-001	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.019E+000	1.464E-002	5.284E-003	8.186E-001	-1.002E-003	6.879E-003	1.283E-001	1.097E-001	5.227E-002	-2.000E-002	3403	7848
cg09068528	2	211090171.000000	211090171	Phenotype_001	7.426E-001	9.675E-001	204	0	12	1	1.777E+002	1.739E+002	2.827E-003	8.595E-003	1.005E+000	1.082E-001	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.013E+000	1.458E-002	5.291E-003	8.186E-001	-1.001E-003	6.524E-003	1.296E-001	1.118E-001	5.109E-002	-1.652E-002	1115	7848
cg07156669	17	28705245.000000	28705245	Phenotype_001	7.427E-001	9.675E-001	204	0	79	1	1.777E+002	1.738E+002	-2.583E-003	7.856E-003	1.007E+000	1.081E-001	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.027E+000	1.473E-002	5.273E-003	8.186E-001	-1.021E-003	6.029E-003	1.265E-001	1.091E-001	5.092E-002	-1.855E-002	5680	7848
cg16107172	19	59023222.000000	59023222	Phenotype_001	7.428E-001	9.675E-001	204	0	90	1	1.777E+002	1.739E+002	-2.808E-003	8.544E-003	1.006E+000	1.080E-001	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.035E+000	1.482E-002	5.264E-003	8.186E-001	-1.006E-003	6.500E-003	1.268E-001	1.102E-001	5.242E-002	-1.908E-002	6645	7848
cg24428913	23	48541432.000000	48541432	Phenotype_001	7.429E-001	9.675E-001	204	0	99	1	1.777E+002	1.738E+002	-2.468E-003	7.512E-003	1.006E+000	1.079E-001	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.017E+000	1.462E-002	5.287E-003	8.186E-001	-9.951E-004	5.475E-003	1.285E-001	1.100E-001	5.178E-002	-1.999E-002	7352	7848
cg21942082	5	80690225.000000	80690225	Phenotype_001	7.430E-001	9.675E-001	204	0	24	1	1.777E+002	1.740E+002	-3.168E-003	9.648E-003	1.006E+000	1.079E-001	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.003E+000	1.446E-002	5.304E-003	8.186E-001	-1.008E-003	6.275E-003	1.298E-001	1.110E-001	5.170E-002	-2.338E-002	1982	7848
cg20699736	2	71127226.000000	71127226	Phenotype_001	7.430E-001	9.675E-001	204	0	7	1	1.777E+002	1.740E+002	3.042E-003	9.263E-003	1.005E+000	1.078E-001	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.016E+000	1.460E-002	5.288E-003	8.186E-001	-9.888E-004	5.661E-003	1.294E-001	1.102E-001	5.167E-002	-1.721E-002	877	7848
cg22718139	1	120311439.000000	120311439	Phenotype_001	7.433E-001	9.675E-001	204	0	2	1	1.777E+002	1.738E+002	-2.639E-003	8.046E-003	1.005E+000	1.075E-001	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.043E+000	1.491E-002	5.255E-003	8.186E-001	-1.028E-003	6.128E-003	1.278E-001	1.098E-001	5.148E-002	-1.912E-002	367	7848
cg21492378	9	123850279.000000	123850279	Phenotype_001	7.433E-001	9.675E-001	204	0	51	1	1.777E+002	1.737E+002	2.423E-003	7.388E-003	1.007E+000	1.075E-001	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.024E+000	1.469E-002	5.278E-003	8.186E-001	-1.024E-003	6.472E-003	1.288E-001	1.114E-001	5.166E-002	-2.018E-002	3362	7848
cg11177404	19	49535079.000000	49535079	Phenotype_001	7.435E-001	9.675E-001	204	0	85	1	1.777E+002	1.738E+002	2.669E-003	8.143E-003	1.005E+000	1.074E-001	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.019E+000	1.464E-002	5.284E-003	8.186E-001	-1.000E-003	5.659E-003	1.286E-001	1.109E-001	5.203E-002	-1.813E-002	6490	7848
cg10158080	12	24715864.000000	24715864	Phenotype_001	7.435E-001	9.675E-001	204	0	61	1	1.777E+002	1.741E+002	3.395E-003	1.036E-002	1.005E+000	1.073E-001	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.019E+000	1.463E-002	5.285E-003	8.186E-001	-1.010E-003	5.558E-003	1.280E-001	1.104E-001	5.142E-002	-1.584E-002	4418	7848
cg10894512	10	90712478.000000	90712478	Phenotype_001	7.438E-001	9.677E-001	204	0	54	1	1.777E+002	1.738E+002	-2.636E-003	8.055E-003	1.010E+000	1.071E-001	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.019E+000	1.464E-002	5.284E-003	8.186E-001	-1.009E-003	6.835E-003	1.275E-001	1.101E-001	5.223E-002	-1.888E-002	3614	7848
cg25953146	2	132558939.000000	132558939	Phenotype_001	7.439E-001	9.677E-001	204	0	8	1	1.777E+002	1.738E+002	2.465E-003	7.533E-003	1.007E+000	1.070E-001	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.022E+000	1.467E-002	5.280E-003	8.186E-001	-9.938E-004	6.451E-003	1.281E-001	1.106E-001	5.232E-002	-1.886E-002	1000	7848
cg16778809	2	207308375.000000	207308375	Phenotype_001	7.442E-001	9.678E-001	204	0	12	1	1.777E+002	1.741E+002	-3.482E-003	1.065E-002	1.005E+000	1.068E-001	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.019E+000	1.464E-002	5.284E-003	8.186E-001	-1.030E-003	6.444E-003	1.283E-001	1.103E-001	5.331E-002	-2.411E-002	1104	7848
cg15664905	19	44009429.000000	44009429	Phenotype_001	7.442E-001	9.678E-001	204	0	85	1	1.777E+002	1.739E+002	2.884E-003	8.827E-003	1.007E+000	1.067E-001	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.006E+000	1.450E-002	5.300E-003	8.186E-001	-1.022E-003	5.841E-003	1.296E-001	1.109E-001	5.220E-002	-1.955E-002	6424	7848
cg00687674	15	69373260.000000	69373260	Phenotype_001	7.445E-001	9.678E-001	204	0	70	1	1.777E+002	1.740E+002	3.141E-003	9.625E-003	1.008E+000	1.065E-001	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.009E+000	1.453E-002	5.297E-003	8.186E-001	-1.019E-003	6.950E-003	1.275E-001	1.096E-001	5.150E-002	-1.909E-002	5184	7848
cg15272684	1	36024473.000000	36024473	Phenotype_001	7.446E-001	9.678E-001	204	0	2	1	1.777E+002	1.739E+002	-2.883E-003	8.838E-003	1.008E+000	1.064E-001	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.037E+000	1.484E-002	5.262E-003	8.186E-001	-1.014E-003	6.326E-003	1.276E-001	1.096E-001	5.146E-002	-1.905E-002	160	7848
cg04493740	23	129474199.000000	129474199	Phenotype_001	7.448E-001	9.678E-001	204	0	100	1	1.777E+002	1.745E+002	-4.985E-003	1.530E-002	1.008E+000	1.062E-001	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.021E+000	1.466E-002	5.282E-003	8.186E-001	-1.002E-003	-1.044E-003	1.278E-001	1.099E-001	5.184E-002	-1.987E-002	7690	7848
