SNP	Chromosome	GeneticDistance	Position	Pvalue	Qvalue	N	NullLogLike	AltLogLike	SnpWeight	SnpWeightSE	OddsRatio	WaldStat	NullBias	NullCov00Weight	NullCov01Weight	NullCov02Weight	NullCov03Weight	NullCov04Weight	NullVar
cg25853078	11	133402919.000000	133402919	6.722E-001	7.337E-001	204	1.243E+001	1.252E+001	-6.957E-003	1.642E-002	1.016E+000	1.796E-001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg18881269	12	6936267.000000	6936267	6.729E-001	7.343E-001	204	1.243E+001	1.252E+001	6.956E-003	1.645E-002	1.019E+000	1.788E-001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg11695684	2	233391265.000000	233391265	6.729E-001	7.343E-001	204	1.243E+001	1.252E+001	-7.324E-003	1.733E-002	1.016E+000	1.787E-001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg01112778	5	146460987.000000	146460987	6.739E-001	7.353E-001	204	1.243E+001	1.251E+001	-7.022E-003	1.666E-002	1.017E+000	1.776E-001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg19823847	6	138539706.000000	138539706	6.740E-001	7.353E-001	204	1.243E+001	1.251E+001	6.848E-003	1.626E-002	1.016E+000	1.775E-001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg14386061	8	21771446.000000	21771446	6.746E-001	7.358E-001	204	1.243E+001	1.251E+001	-6.962E-003	1.656E-002	1.022E+000	1.768E-001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg21030483	23	148713678.000000	148713678	6.751E-001	7.362E-001	204	1.243E+001	1.251E+001	-1.643E-002	3.914E-002	1.029E+000	1.762E-001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg17778120	3	139195319.000000	139195319	6.751E-001	7.362E-001	204	1.243E+001	1.251E+001	7.314E-003	1.743E-002	1.017E+000	1.762E-001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg03221914	6	27783331.000000	27783331	6.754E-001	7.364E-001	204	1.243E+001	1.251E+001	-6.847E-003	1.633E-002	1.017E+000	1.759E-001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg01197831	9	97355941.000000	97355941	6.755E-001	7.364E-001	204	1.243E+001	1.251E+001	-6.830E-003	1.629E-002	1.017E+000	1.757E-001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg15789095	1	32281466.000000	32281466	6.765E-001	7.373E-001	204	1.243E+001	1.251E+001	6.997E-003	1.674E-002	1.020E+000	1.747E-001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg27003571	2	145051829.000000	145051829	6.768E-001	7.376E-001	204	1.243E+001	1.251E+001	-6.697E-003	1.604E-002	1.032E+000	1.743E-001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg09637363	11	69458644.000000	69458644	6.772E-001	7.379E-001	204	1.243E+001	1.251E+001	6.664E-003	1.598E-002	1.015E+000	1.739E-001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg05751148	11	67204799.000000	67204799	6.782E-001	7.389E-001	204	1.243E+001	1.251E+001	7.075E-003	1.702E-002	1.022E+000	1.727E-001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg22705929	11	57417974.000000	57417974	6.783E-001	7.390E-001	204	1.243E+001	1.251E+001	6.914E-003	1.665E-002	1.018E+000	1.725E-001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg03862760	7	1609483.000000	1609483	6.784E-001	7.390E-001	204	1.243E+001	1.251E+001	-6.713E-003	1.617E-002	1.019E+000	1.724E-001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg01843018	9	123813144.000000	123813144	6.787E-001	7.391E-001	204	1.243E+001	1.251E+001	6.782E-003	1.635E-002	1.017E+000	1.721E-001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg01346718	22	38713874.000000	38713874	6.795E-001	7.399E-001	204	1.243E+001	1.251E+001	-6.938E-003	1.677E-002	1.020E+000	1.712E-001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg21023770	20	44517227.000000	44517227	6.800E-001	7.404E-001	204	1.243E+001	1.251E+001	6.640E-003	1.607E-002	1.018E+000	1.706E-001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg07867360	4	6475156.000000	6475156	6.814E-001	7.416E-001	204	1.243E+001	1.251E+001	6.817E-003	1.658E-002	1.017E+000	1.691E-001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg06791102	23	153191600.000000	153191600	6.814E-001	7.416E-001	204	1.243E+001	1.251E+001	8.000E-003	1.946E-002	1.013E+000	1.690E-001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg09434995	7	76040387.000000	76040387	6.815E-001	7.416E-001	204	1.243E+001	1.251E+001	-6.684E-003	1.626E-002	1.021E+000	1.690E-001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg09298484	2	99759406.000000	99759406	6.815E-001	7.416E-001	204	1.243E+001	1.251E+001	-6.609E-003	1.608E-002	1.019E+000	1.689E-001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg03032025	5	173316748.000000	173316748	6.831E-001	7.432E-001	204	1.243E+001	1.251E+001	6.688E-003	1.636E-002	1.022E+000	1.672E-001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg27183007	7	50132975.000000	50132975	6.835E-001	7.436E-001	204	1.243E+001	1.251E+001	-7.782E-003	1.906E-002	1.017E+000	1.667E-001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg10683939	16	73178242.000000	73178242	6.841E-001	7.441E-001	204	1.243E+001	1.251E+001	-6.996E-003	1.717E-002	1.018E+000	1.660E-001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg06657741	23	135067456.000000	135067456	6.842E-001	7.441E-001	204	1.243E+001	1.251E+001	-1.460E-002	3.585E-002	1.022E+000	1.659E-001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg10414946	11	59856358.000000	59856358	6.843E-001	7.441E-001	204	1.243E+001	1.251E+001	6.557E-003	1.610E-002	1.018E+000	1.659E-001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg16014085	16	30406122.000000	30406122	6.846E-001	7.444E-001	204	1.243E+001	1.251E+001	6.982E-003	1.717E-002	1.013E+000	1.654E-001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg03258472	19	6463949.000000	6463949	6.850E-001	7.447E-001	204	1.243E+001	1.251E+001	-6.780E-003	1.669E-002	1.031E+000	1.650E-001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg05906362	23	153192754.000000	153192754	6.852E-001	7.448E-001	204	1.243E+001	1.251E+001	-1.167E-002	2.874E-002	1.019E+000	1.648E-001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg06944050	23	118109068.000000	118109068	6.853E-001	7.449E-001	204	1.243E+001	1.251E+001	1.736E-002	4.278E-002	1.025E+000	1.647E-001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg07478208	19	47923331.000000	47923331	6.855E-001	7.449E-001	204	1.243E+001	1.251E+001	6.593E-003	1.625E-002	1.019E+000	1.645E-001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg19002579	23	21776218.000000	21776218	6.858E-001	7.451E-001	204	1.243E+001	1.251E+001	-6.632E-003	1.637E-002	1.015E+000	1.642E-001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg13335112	14	51339216.000000	51339216	6.861E-001	7.454E-001	204	1.243E+001	1.251E+001	-6.581E-003	1.626E-002	1.021E+000	1.638E-001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg02132188	23	80377408.000000	80377408	6.863E-001	7.454E-001	204	1.243E+001	1.251E+001	1.151E-002	2.846E-002	1.023E+000	1.636E-001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg08460435	1	109203610.000000	109203610	6.864E-001	7.454E-001	204	1.243E+001	1.251E+001	6.788E-003	1.679E-002	1.016E+000	1.635E-001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg18433694	23	138914571.000000	138914571	6.864E-001	7.454E-001	204	1.243E+001	1.251E+001	6.671E-003	1.650E-002	1.016E+000	1.635E-001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg25341726	16	28518331.000000	28518331	6.888E-001	7.479E-001	204	1.243E+001	1.251E+001	6.815E-003	1.699E-002	1.022E+000	1.608E-001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg01747665	16	1843424.000000	1843424	6.900E-001	7.491E-001	204	1.243E+001	1.251E+001	6.413E-003	1.606E-002	1.020E+000	1.595E-001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg21126707	12	81111012.000000	81111012	6.903E-001	7.493E-001	204	1.243E+001	1.251E+001	6.507E-003	1.630E-002	1.016E+000	1.593E-001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg12058490	12	9268379.000000	9268379	6.906E-001	7.495E-001	204	1.243E+001	1.251E+001	-6.676E-003	1.675E-002	1.016E+000	1.589E-001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg04828792	21	42733433.000000	42733433	6.912E-001	7.501E-001	204	1.243E+001	1.251E+001	6.814E-003	1.713E-002	1.018E+000	1.583E-001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg03098721	1	84464084.000000	84464084	6.915E-001	7.502E-001	204	1.243E+001	1.250E+001	7.108E-003	1.788E-002	1.014E+000	1.580E-001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg26770882	17	6338181.000000	6338181	6.916E-001	7.503E-001	204	1.243E+001	1.250E+001	6.903E-003	1.738E-002	1.017E+000	1.578E-001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg19466563	4	88450506.000000	88450506	6.924E-001	7.511E-001	204	1.243E+001	1.250E+001	6.504E-003	1.642E-002	1.014E+000	1.569E-001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg18881723	1	160616870.000000	160616870	6.926E-001	7.512E-001	204	1.243E+001	1.250E+001	-6.525E-003	1.648E-002	1.015E+000	1.568E-001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg06258834	19	51487136.000000	51487136	6.931E-001	7.514E-001	204	1.243E+001	1.250E+001	-6.414E-003	1.622E-002	1.016E+000	1.563E-001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg15149938	22	50018392.000000	50018392	6.931E-001	7.514E-001	204	1.243E+001	1.250E+001	-6.490E-003	1.642E-002	1.014E+000	1.562E-001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg05393484	11	6818466.000000	6818466	6.931E-001	7.514E-001	204	1.243E+001	1.250E+001	-6.429E-003	1.627E-002	1.017E+000	1.562E-001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg25344367	19	44220337.000000	44220337	6.944E-001	7.528E-001	204	1.243E+001	1.250E+001	-6.337E-003	1.611E-002	1.020E+000	1.548E-001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg22333888	20	3663421.000000	3663421	6.946E-001	7.528E-001	204	1.243E+001	1.250E+001	6.503E-003	1.654E-002	1.015E+000	1.546E-001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg08815403	4	88244142.000000	88244142	6.949E-001	7.531E-001	204	1.243E+001	1.250E+001	-6.298E-003	1.603E-002	1.016E+000	1.543E-001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg12576145	23	109560751.000000	109560751	6.953E-001	7.533E-001	204	1.243E+001	1.250E+001	-1.749E-002	4.460E-002	1.029E+000	1.539E-001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg10134939	2	75796855.000000	75796855	6.954E-001	7.534E-001	204	1.243E+001	1.250E+001	6.281E-003	1.602E-002	1.016E+000	1.537E-001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg15625636	14	88472437.000000	88472437	6.958E-001	7.537E-001	204	1.243E+001	1.250E+001	6.461E-003	1.650E-002	1.022E+000	1.534E-001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg11667117	16	87969962.000000	87969962	6.961E-001	7.539E-001	204	1.243E+001	1.250E+001	6.690E-003	1.710E-002	1.018E+000	1.530E-001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg10560144	23	77359355.000000	77359355	6.964E-001	7.541E-001	204	1.243E+001	1.250E+001	-1.667E-002	4.265E-002	1.023E+000	1.527E-001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg13168374	18	56986220.000000	56986220	6.965E-001	7.541E-001	204	1.243E+001	1.250E+001	-6.625E-003	1.696E-002	1.017E+000	1.526E-001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg12864581	1	31660916.000000	31660916	6.967E-001	7.543E-001	204	1.243E+001	1.250E+001	-6.592E-003	1.689E-002	1.015E+000	1.524E-001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg04345475	11	6501591.000000	6501591	6.970E-001	7.545E-001	204	1.243E+001	1.250E+001	-6.276E-003	1.610E-002	1.017E+000	1.520E-001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg05985767	15	90349511.000000	90349511	6.972E-001	7.546E-001	204	1.243E+001	1.250E+001	6.328E-003	1.624E-002	1.020E+000	1.518E-001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg20842040	23	12809608.000000	12809608	6.974E-001	7.546E-001	204	1.243E+001	1.250E+001	-1.872E-002	4.808E-002	1.028E+000	1.517E-001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg25159668	3	151450877.000000	151450877	6.974E-001	7.546E-001	204	1.243E+001	1.250E+001	-6.454E-003	1.657E-002	1.018E+000	1.517E-001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg20427865	16	57406353.000000	57406353	6.979E-001	7.551E-001	204	1.243E+001	1.250E+001	6.372E-003	1.639E-002	1.022E+000	1.511E-001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg05744229	14	23904678.000000	23904678	6.980E-001	7.551E-001	204	1.243E+001	1.250E+001	-6.294E-003	1.620E-002	1.019E+000	1.509E-001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg12732155	1	31230601.000000	31230601	6.982E-001	7.552E-001	204	1.243E+001	1.250E+001	-6.237E-003	1.606E-002	1.017E+000	1.507E-001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg04123507	12	52695270.000000	52695270	6.985E-001	7.554E-001	204	1.243E+001	1.250E+001	6.326E-003	1.631E-002	1.017E+000	1.505E-001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg01354473	7	27204803.000000	27204803	6.987E-001	7.555E-001	204	1.243E+001	1.250E+001	6.233E-003	1.608E-002	1.014E+000	1.503E-001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg20540913	23	68836108.000000	68836108	6.991E-001	7.558E-001	204	1.243E+001	1.250E+001	-1.643E-002	4.244E-002	1.024E+000	1.498E-001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg23506842	1	202130920.000000	202130920	6.994E-001	7.561E-001	204	1.243E+001	1.250E+001	-6.441E-003	1.666E-002	1.018E+000	1.495E-001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg07911663	23	109245325.000000	109245325	7.011E-001	7.577E-001	204	1.243E+001	1.250E+001	-1.952E-002	5.077E-002	1.028E+000	1.478E-001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg01885202	23	18443457.000000	18443457	7.014E-001	7.580E-001	204	1.243E+001	1.250E+001	-1.688E-002	4.395E-002	1.023E+000	1.475E-001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg23137494	23	73639809.000000	73639809	7.021E-001	7.586E-001	204	1.243E+001	1.250E+001	1.245E-002	3.249E-002	1.023E+000	1.468E-001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg27413508	20	30225517.000000	30225517	7.042E-001	7.608E-001	204	1.243E+001	1.250E+001	-6.273E-003	1.650E-002	1.016E+000	1.446E-001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg08634464	19	2901147.000000	2901147	7.044E-001	7.609E-001	204	1.243E+001	1.250E+001	6.095E-003	1.604E-002	1.021E+000	1.444E-001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg09226684	19	51520093.000000	51520093	7.045E-001	7.609E-001	204	1.243E+001	1.250E+001	6.143E-003	1.617E-002	1.020E+000	1.443E-001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg15664905	19	44009429.000000	44009429	7.048E-001	7.611E-001	204	1.243E+001	1.250E+001	6.917E-003	1.823E-002	1.018E+000	1.440E-001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg02973971	23	149106460.000000	149106460	7.051E-001	7.613E-001	204	1.243E+001	1.250E+001	-1.692E-002	4.465E-002	1.025E+000	1.436E-001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg26112639	1	247580106.000000	247580106	7.052E-001	7.613E-001	204	1.243E+001	1.250E+001	-6.201E-003	1.637E-002	1.018E+000	1.435E-001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg22168676	6	10060780.000000	10060780	7.052E-001	7.613E-001	204	1.243E+001	1.250E+001	6.515E-003	1.720E-002	1.013E+000	1.435E-001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg16749930	11	71709978.000000	71709978	7.058E-001	7.618E-001	204	1.243E+001	1.250E+001	-6.319E-003	1.671E-002	1.020E+000	1.429E-001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg09088193	17	39122765.000000	39122765	7.067E-001	7.626E-001	204	1.243E+001	1.250E+001	6.156E-003	1.633E-002	1.015E+000	1.420E-001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg03109701	12	117174758.000000	117174758	7.076E-001	7.635E-001	204	1.243E+001	1.250E+001	-6.224E-003	1.657E-002	1.017E+000	1.411E-001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg00101227	1	161280266.000000	161280266	7.083E-001	7.642E-001	204	1.243E+001	1.250E+001	6.050E-003	1.615E-002	1.019E+000	1.403E-001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg06731599	23	40440704.000000	40440704	7.085E-001	7.643E-001	204	1.243E+001	1.250E+001	-1.878E-002	5.015E-002	1.025E+000	1.402E-001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg04818845	1	6580167.000000	6580167	7.091E-001	7.648E-001	204	1.243E+001	1.250E+001	6.205E-003	1.661E-002	1.014E+000	1.396E-001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg17267493	17	7460485.000000	7460485	7.101E-001	7.658E-001	204	1.243E+001	1.250E+001	6.222E-003	1.671E-002	1.015E+000	1.386E-001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg11584690	19	42574196.000000	42574196	7.104E-001	7.660E-001	204	1.243E+001	1.250E+001	-6.026E-003	1.620E-002	1.020E+000	1.383E-001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg03312532	15	90166033.000000	90166033	7.106E-001	7.661E-001	204	1.243E+001	1.250E+001	6.346E-003	1.708E-002	1.018E+000	1.381E-001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg06494770	23	117107675.000000	117107675	7.107E-001	7.661E-001	204	1.243E+001	1.249E+001	-5.987E-003	1.612E-002	1.014E+000	1.380E-001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg16509569	12	54891634.000000	54891634	7.117E-001	7.672E-001	204	1.243E+001	1.249E+001	6.200E-003	1.675E-002	1.019E+000	1.370E-001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg15770654	1	12078821.000000	12078821	7.119E-001	7.673E-001	204	1.243E+001	1.249E+001	-6.256E-003	1.692E-002	1.014E+000	1.367E-001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg18138484	11	67291026.000000	67291026	7.124E-001	7.676E-001	204	1.243E+001	1.249E+001	-5.956E-003	1.613E-002	1.016E+000	1.363E-001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg11075556	7	117865112.000000	117865112	7.126E-001	7.677E-001	204	1.243E+001	1.249E+001	6.270E-003	1.700E-002	1.024E+000	1.361E-001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg06692050	10	99532398.000000	99532398	7.127E-001	7.678E-001	204	1.243E+001	1.249E+001	-6.014E-003	1.631E-002	1.014E+000	1.360E-001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg02492740	23	56590362.000000	56590362	7.133E-001	7.683E-001	204	1.243E+001	1.249E+001	-1.322E-002	3.592E-002	1.020E+000	1.354E-001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg07581973	23	23685729.000000	23685729	7.149E-001	7.699E-001	204	1.243E+001	1.249E+001	-2.354E-002	6.434E-002	1.032E+000	1.338E-001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg02630888	4	15657820.000000	15657820	7.155E-001	7.705E-001	204	1.243E+001	1.249E+001	5.920E-003	1.622E-002	1.017E+000	1.332E-001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg00859655	11	7694524.000000	7694524	7.158E-001	7.707E-001	204	1.243E+001	1.249E+001	-6.118E-003	1.678E-002	1.017E+000	1.329E-001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg04458548	3	186356700.000000	186356700	7.161E-001	7.709E-001	204	1.243E+001	1.249E+001	-6.032E-003	1.656E-002	1.016E+000	1.326E-001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg04653308	9	131872018.000000	131872018	7.169E-001	7.717E-001	204	1.243E+001	1.249E+001	-5.992E-003	1.650E-002	1.019E+000	1.319E-001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg18059933	8	95962463.000000	95962463	7.182E-001	7.729E-001	204	1.243E+001	1.249E+001	5.803E-003	1.606E-002	1.012E+000	1.306E-001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg17189778	23	153169823.000000	153169823	7.184E-001	7.730E-001	204	1.243E+001	1.249E+001	6.031E-003	1.670E-002	1.019E+000	1.304E-001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg21488617	1	38022586.000000	38022586	7.191E-001	7.737E-001	204	1.243E+001	1.249E+001	5.882E-003	1.633E-002	1.016E+000	1.297E-001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg18923230	23	153626413.000000	153626413	7.193E-001	7.739E-001	204	1.243E+001	1.249E+001	1.615E-002	4.488E-002	1.024E+000	1.295E-001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg12941369	3	33839389.000000	33839389	7.195E-001	7.740E-001	204	1.243E+001	1.249E+001	6.166E-003	1.715E-002	1.023E+000	1.293E-001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg23612220	1	151129298.000000	151129298	7.198E-001	7.742E-001	204	1.243E+001	1.249E+001	6.059E-003	1.687E-002	1.018E+000	1.290E-001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg25526759	17	4836171.000000	4836171	7.207E-001	7.750E-001	204	1.243E+001	1.249E+001	5.765E-003	1.610E-002	1.020E+000	1.282E-001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
